geneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType	source
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C0238198	Gastrointestinal Stromal Tumors	0.864849237562962	538	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C0238198	Gastrointestinal Stromal Tumors	0.864849237562962	538	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C0238198	Gastrointestinal Stromal Tumors	0.864849237562962	538	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5979	RET	ret proto-oncogene	umls:C0031511	Pheochromocytoma	0.86440660284863	144	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
5979	RET	ret proto-oncogene	umls:C0031511	Pheochromocytoma	0.86440660284863	144	Biomarker	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
1756	DMD	dystrophin	umls:C0013264	Muscular Dystrophy, Duchenne	0.854289360435614	697	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
1756	DMD	dystrophin	umls:C0013264	Muscular Dystrophy, Duchenne	0.854289360435614	697	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
1756	DMD	dystrophin	umls:C0013264	Muscular Dystrophy, Duchenne	0.854289360435614	697	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
551	AVP	arginine vasopressin	umls:C0687720	Diabetes Insipidus, Neurogenic	0.846362998729882	98	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
551	AVP	arginine vasopressin	umls:C0687720	Diabetes Insipidus, Neurogenic	0.846362998729882	98	Biomarker	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
2332	FMR1	fragile X mental retardation 1	umls:C0016667	Fragile X Syndrome	0.845146429352409	523	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2332	FMR1	fragile X mental retardation 1	umls:C0016667	Fragile X Syndrome	0.845146429352409	523	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2332	FMR1	fragile X mental retardation 1	umls:C0016667	Fragile X Syndrome	0.845146429352409	523	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5009	OTC	ornithine carbamoyltransferase	umls:C0268542	Ornithine Carbamoyltransferase Deficiency Disease	0.843288298606846	143	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
5009	OTC	ornithine carbamoyltransferase	umls:C0268542	Ornithine Carbamoyltransferase Deficiency Disease	0.843288298606846	143	Biomarker	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
5009	OTC	ornithine carbamoyltransferase	umls:C0268542	Ornithine Carbamoyltransferase Deficiency Disease	0.843288298606846	143	Therapeutic	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
6331	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	umls:C1142166	Brugada Syndrome	0.841987298224544	186	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
6331	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	umls:C1142166	Brugada Syndrome	0.841987298224544	186	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2200	FBN1	fibrillin 1	umls:C0024796	Marfan Syndrome	0.841420961895782	301	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2200	FBN1	fibrillin 1	umls:C0024796	Marfan Syndrome	0.841420961895782	301	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2200	FBN1	fibrillin 1	umls:C0024796	Marfan Syndrome	0.841420961895782	301	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3717	JAK2	Janus kinase 2	umls:C0032463	Polycythemia Vera	0.840699648105982	306	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3717	JAK2	Janus kinase 2	umls:C0032463	Polycythemia Vera	0.840699648105982	306	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3717	JAK2	Janus kinase 2	umls:C0032463	Polycythemia Vera	0.840699648105982	306	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	umls:C0085548	Polycystic Kidney, Autosomal Recessive	0.827352335669278	51	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	umls:C0085548	Polycystic Kidney, Autosomal Recessive	0.827352335669278	51	Biomarker	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	umls:C0085548	Polycystic Kidney, Autosomal Recessive	0.827352335669278	51	AlteredExpression	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
6261	RYR1	ryanodine receptor 1 (skeletal)	umls:C0024591	Malignant Hyperthermia	0.825625543425874	196	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
6261	RYR1	ryanodine receptor 1 (skeletal)	umls:C0024591	Malignant Hyperthermia	0.825625543425874	196	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
443	ASPA	aspartoacylase	umls:C0206307	Canavan Disease	0.822817886907977	54	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
443	ASPA	aspartoacylase	umls:C0206307	Canavan Disease	0.822817886907977	54	Biomarker	UNIPROT, CTD_human, MGD, RGD, GAD, LHGDN, BeFree
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11	umls:C0028326	Noonan Syndrome	0.822696035633372	162	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11	umls:C0028326	Noonan Syndrome	0.822696035633372	162	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11	umls:C0028326	Noonan Syndrome	0.822696035633372	162	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
472	ATM	ataxia telangiectasia mutated	umls:C0004135	Ataxia Telangiectasia	0.8207213137898	303	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
472	ATM	ataxia telangiectasia mutated	umls:C0004135	Ataxia Telangiectasia	0.8207213137898	303	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
472	ATM	ataxia telangiectasia mutated	umls:C0004135	Ataxia Telangiectasia	0.8207213137898	303	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4221	MEN1	multiple endocrine neoplasia I	umls:C0025267	Multiple Endocrine Neoplasia Type 1	0.820065473031273	297	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4221	MEN1	multiple endocrine neoplasia I	umls:C0025267	Multiple Endocrine Neoplasia Type 1	0.820065473031273	297	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4221	MEN1	multiple endocrine neoplasia I	umls:C0025267	Multiple Endocrine Neoplasia Type 1	0.820065473031273	297	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
411	ARSB	arylsulfatase B	umls:C0026709	Mucopolysaccharidosis VI	0.818173712508372	44	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
411	ARSB	arylsulfatase B	umls:C0026709	Mucopolysaccharidosis VI	0.818173712508372	44	Biomarker	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
3848	KRT1	keratin 1	umls:C0079153	Hyperkeratosis, Epidermolytic	0.812968113662163	41	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
3848	KRT1	keratin 1	umls:C0079153	Hyperkeratosis, Epidermolytic	0.812968113662163	41	Biomarker	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
5468	PPARG	peroxisome proliferator-activated receptor gamma	umls:C0028754	Obesity	0.811945734050271	137	GeneticVariation	UNIPROT, CTD_human, RGD, GAD, BeFree
5468	PPARG	peroxisome proliferator-activated receptor gamma	umls:C0028754	Obesity	0.811945734050271	137	Biomarker	UNIPROT, CTD_human, RGD, GAD, BeFree
6794	STK11	serine/threonine kinase 11	umls:C0031269	Peutz-Jeghers Syndrome	0.808636053450136	172	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
6794	STK11	serine/threonine kinase 11	umls:C0031269	Peutz-Jeghers Syndrome	0.808636053450136	172	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
1130	LYST	lysosomal trafficking regulator	umls:C0007965	Chediak-Higashi Syndrome	0.80819118146773	20	GeneticVariation	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
1130	LYST	lysosomal trafficking regulator	umls:C0007965	Chediak-Higashi Syndrome	0.80819118146773	20	Biomarker	UNIPROT, CTD_human, MGD, RGD, LHGDN, BeFree
367	AR	androgen receptor	umls:C0039585	Androgen-Insensitivity Syndrome	0.806436419976767	187	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
367	AR	androgen receptor	umls:C0039585	Androgen-Insensitivity Syndrome	0.806436419976767	187	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
367	AR	androgen receptor	umls:C0039585	Androgen-Insensitivity Syndrome	0.806436419976767	187	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2717	GLA	galactosidase, alpha	umls:C0002986	Fabry Disease	0.800572717895077	262	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2717	GLA	galactosidase, alpha	umls:C0002986	Fabry Disease	0.800572717895077	262	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2717	GLA	galactosidase, alpha	umls:C0002986	Fabry Disease	0.800572717895077	262	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4763	NF1	neurofibromin 1	umls:C0027831	Neurofibromatosis 1	0.798709984166763	380	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4763	NF1	neurofibromin 1	umls:C0027831	Neurofibromatosis 1	0.798709984166763	380	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4763	NF1	neurofibromin 1	umls:C0027831	Neurofibromatosis 1	0.798709984166763	380	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	umls:C0019562	von Hippel-Lindau Disease	0.793672835193082	259	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	umls:C0019562	von Hippel-Lindau Disease	0.793672835193082	259	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
7428	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	umls:C0019562	von Hippel-Lindau Disease	0.793672835193082	259	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
368	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	umls:C0033847	Pseudoxanthoma Elasticum	0.793202790724948	100	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
368	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	umls:C0033847	Pseudoxanthoma Elasticum	0.793202790724948	100	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
368	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	umls:C0033847	Pseudoxanthoma Elasticum	0.793202790724948	100	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5728	PTEN	phosphatase and tensin homolog	umls:C0018553	Hamartoma Syndrome, Multiple	0.786117111732561	207	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5728	PTEN	phosphatase and tensin homolog	umls:C0018553	Hamartoma Syndrome, Multiple	0.786117111732561	207	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5728	PTEN	phosphatase and tensin homolog	umls:C0018553	Hamartoma Syndrome, Multiple	0.786117111732561	207	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2670	GFAP	glial fibrillary acidic protein	umls:C0270726	Alexander Disease	0.78539457331532	95	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
2670	GFAP	glial fibrillary acidic protein	umls:C0270726	Alexander Disease	0.78539457331532	95	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
2670	GFAP	glial fibrillary acidic protein	umls:C0270726	Alexander Disease	0.78539457331532	95	AlteredExpression	UNIPROT, CTD_human, MGD, LHGDN, BeFree
2158	F9	coagulation factor IX	umls:C0008533	Hemophilia B	0.784529904109877	305	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2158	F9	coagulation factor IX	umls:C0008533	Hemophilia B	0.784529904109877	305	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2158	F9	coagulation factor IX	umls:C0008533	Hemophilia B	0.784529904109877	305	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
410	ARSA	arylsulfatase A	umls:C0023522	Leukodystrophy, Metachromatic	0.783437648660554	180	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
410	ARSA	arylsulfatase A	umls:C0023522	Leukodystrophy, Metachromatic	0.783437648660554	180	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
410	ARSA	arylsulfatase A	umls:C0023522	Leukodystrophy, Metachromatic	0.783437648660554	180	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2022	ENG	endoglin	umls:C0039445	Telangiectasia, Hereditary Hemorrhagic	0.782776509091619	134	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2022	ENG	endoglin	umls:C0039445	Telangiectasia, Hereditary Hemorrhagic	0.782776509091619	134	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2022	ENG	endoglin	umls:C0039445	Telangiectasia, Hereditary Hemorrhagic	0.782776509091619	134	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
7454	WAS	Wiskott-Aldrich syndrome	umls:C0043194	Wiskott-Aldrich Syndrome	0.78231722378708	123	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
7454	WAS	Wiskott-Aldrich syndrome	umls:C0043194	Wiskott-Aldrich Syndrome	0.78231722378708	123	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
7454	WAS	Wiskott-Aldrich syndrome	umls:C0043194	Wiskott-Aldrich Syndrome	0.78231722378708	123	AlteredExpression	UNIPROT, CTD_human, MGD, LHGDN, BeFree
7454	WAS	Wiskott-Aldrich syndrome	umls:C0043194	Wiskott-Aldrich Syndrome	0.78231722378708	123	PostTranslationalModification	UNIPROT, CTD_human, MGD, LHGDN, BeFree
3145	HMBS	hydroxymethylbilane synthase	umls:C0162565	Porphyria, Acute Intermittent	0.773978200583612	143	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3145	HMBS	hydroxymethylbilane synthase	umls:C0162565	Porphyria, Acute Intermittent	0.773978200583612	143	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3145	HMBS	hydroxymethylbilane synthase	umls:C0162565	Porphyria, Acute Intermittent	0.773978200583612	143	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4854	NOTCH3	notch 3	umls:C0751587	CADASIL	0.771717193470815	118	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4854	NOTCH3	notch 3	umls:C0751587	CADASIL	0.771717193470815	118	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2548	GAA	glucosidase, alpha; acid	umls:C0017921	Glycogen Storage Disease Type II	0.769964185380807	133	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2548	GAA	glucosidase, alpha; acid	umls:C0017921	Glycogen Storage Disease Type II	0.769964185380807	133	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2548	GAA	glucosidase, alpha; acid	umls:C0017921	Glycogen Storage Disease Type II	0.769964185380807	133	Therapeutic	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2548	GAA	glucosidase, alpha; acid	umls:C0017921	Glycogen Storage Disease Type II	0.769964185380807	133	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
215	ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	umls:C0162309	Adrenoleukodystrophy	0.769709267411967	180	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
215	ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	umls:C0162309	Adrenoleukodystrophy	0.769709267411967	180	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
2261	FGFR3	fibroblast growth factor receptor 3	umls:C0001080	Achondroplasia	0.766361103483663	121	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2261	FGFR3	fibroblast growth factor receptor 3	umls:C0001080	Achondroplasia	0.766361103483663	121	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
4976	OPA1	optic atrophy 1 (autosomal dominant)	umls:C0338508	Optic Atrophy, Autosomal Dominant	0.76444206954086	82	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
4976	OPA1	optic atrophy 1 (autosomal dominant)	umls:C0338508	Optic Atrophy, Autosomal Dominant	0.76444206954086	82	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
4000	LMNA	lamin A/C	umls:C0033300	Progeria	0.762467186154509	115	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
4000	LMNA	lamin A/C	umls:C0033300	Progeria	0.762467186154509	115	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
4000	LMNA	lamin A/C	umls:C0033300	Progeria	0.762467186154509	115	PostTranslationalModification	UNIPROT, CTD_human, MGD, LHGDN, BeFree
4000	LMNA	lamin A/C	umls:C0033300	Progeria	0.762467186154509	115	AlteredExpression	UNIPROT, CTD_human, MGD, LHGDN, BeFree
5354	PLP1	proteolipid protein 1	umls:C0205711	Pelizaeus-Merzbacher Disease	0.760453961285253	145	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
5354	PLP1	proteolipid protein 1	umls:C0205711	Pelizaeus-Merzbacher Disease	0.760453961285253	145	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
8878	SQSTM1	sequestosome 1	umls:C0029401	Osteitis Deformans	0.75926443994221	68	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
8878	SQSTM1	sequestosome 1	umls:C0029401	Osteitis Deformans	0.75926443994221	68	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
11136	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	umls:C0010691	Cystinuria	0.757768999226246	45	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
11136	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	umls:C0010691	Cystinuria	0.757768999226246	45	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
5727	PTCH1	patched 1	umls:C0004779	Basal Cell Nevus Syndrome	0.757598487053356	125	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
5727	PTCH1	patched 1	umls:C0004779	Basal Cell Nevus Syndrome	0.757598487053356	125	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
6519	SLC3A1	solute carrier family 3 (amino acid transporter heavy chain), member 1	umls:C0010691	Cystinuria	0.757508782446998	64	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
6519	SLC3A1	solute carrier family 3 (amino acid transporter heavy chain), member 1	umls:C0010691	Cystinuria	0.757508782446998	64	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3251	HPRT1	hypoxanthine phosphoribosyltransferase 1	umls:C0023374	Lesch-Nyhan Syndrome	0.7567385043446	117	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3251	HPRT1	hypoxanthine phosphoribosyltransferase 1	umls:C0023374	Lesch-Nyhan Syndrome	0.7567385043446	117	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
3251	HPRT1	hypoxanthine phosphoribosyltransferase 1	umls:C0023374	Lesch-Nyhan Syndrome	0.7567385043446	117	AlteredExpression	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
7466	WFS1	Wolfram syndrome 1 (wolframin)	umls:C0043207	Wolfram Syndrome	0.755822221421355	64	GeneticVariation	UNIPROT, CTD_human, MGD, LHGDN, BeFree
7466	WFS1	Wolfram syndrome 1 (wolframin)	umls:C0043207	Wolfram Syndrome	0.755822221421355	64	Biomarker	UNIPROT, CTD_human, MGD, LHGDN, BeFree
6559	SLC12A3	solute carrier family 12 (sodium/chloride transporter), member 3	umls:C0268450	Gitelman Syndrome	0.754084522657728	86	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
6559	SLC12A3	solute carrier family 12 (sodium/chloride transporter), member 3	umls:C0268450	Gitelman Syndrome	0.754084522657728	86	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
1717	DHCR7	7-dehydrocholesterol reductase	umls:C0175694	Smith-Lemli-Opitz Syndrome	0.753426032493997	70	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
1717	DHCR7	7-dehydrocholesterol reductase	umls:C0175694	Smith-Lemli-Opitz Syndrome	0.753426032493997	70	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2235	FECH	ferrochelatase	umls:C0162568	Protoporphyria, Erythropoietic	0.751065897363711	99	GeneticVariation	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2235	FECH	ferrochelatase	umls:C0162568	Protoporphyria, Erythropoietic	0.751065897363711	99	Biomarker	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
2235	FECH	ferrochelatase	umls:C0162568	Protoporphyria, Erythropoietic	0.751065897363711	99	Therapeutic	UNIPROT, CTD_human, MGD, GAD, LHGDN, BeFree
